OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FENGYUN 1C DEB,1999-025BJP,2022-12-08T19:20:24.206208,14.02113751,.0039616,98.8359,357.3587,295.7852,63.9229,0,U,31185,999,46918,.30106E-5,-.38E-6,0
FENGYUN 1C DEB,1999-025BJQ,2022-12-14T21:04:10.056288,14.10209721,.0025394,99.2692,219.9508,242.5657,179.0807,0,U,31186,999,80674,.35424E-3,.582E-5,0
FENGYUN 1C DEB,1999-025BJR,2022-12-15T04:19:28.098912,14.12267824,.0373209,99.2265,119.6730,155.6577,206.2739,0,U,31187,999,80254,.42925E-2,.1531E-3,0
FENGYUN 1C DEB,1999-025BJS,2022-12-14T20:05:58.349760,14.13488565,.0070337,98.8298,51.2105,146.6170,280.0717,0,U,31188,999,80830,.12952E-2,.2452E-4,0
FENGYUN 1C DEB,1999-025BJU,2022-12-14T12:29:18.549312,13.99898758,.0075305,98.9248,16.3066,66.9891,293.9194,0,U,31190,999,80269,.78988E-3,.1146E-4,0
FENGYUN 1C DEB,1999-025BJV,2022-12-14T12:39:52.240608,14.36514789,.0098719,98.9055,200.9015,191.3086,168.5881,0,U,31191,999,82281,.29766E-3,.875E-5,0
FENGYUN 1C DEB,1999-025BJW,2022-12-14T17:46:37.015680,14.16732253,.0272024,98.5038,357.9305,31.1246,330.5727,0,U,31192,999,81231,.32619E-3,.891E-5,0
FENGYUN 1C DEB,1999-025BJY,2022-12-13T11:24:54.895968,14.28336696,.0064435,99.0588,177.3808,227.9001,131.6690,0,U,31194,999,81448,.74291E-3,.1849E-4,0
FENGYUN 1C DEB,1999-025BJZ,2022-12-14T20:54:48.519360,14.06976839,.0174077,98.9223,27.9894,17.5702,343.1388,0,U,31195,999,80711,.62137E-4,.75E-6,0
FENGYUN 1C DEB,1999-025BKA,2022-12-13T07:46:35.650272,14.21158264,.006226,98.6072,14.2826,158.1800,202.2051,0,U,31196,999,47914,.41862E-3,.886E-5,0
FENGYUN 1C DEB,1999-025BKC,2022-12-15T07:49:54.525792,13.75025550,.0205965,98.5174,188.6922,50.1837,311.7244,0,U,31198,999,78988,.10608E-3,.82E-6,0
FENGYUN 1C DEB,1999-025BKD,2022-12-06T23:22:41.421792,14.08661622,.0065854,98.6580,347.9930,140.7268,249.3061,0,U,31199,999,80641,.16794E-3,.253E-5,0
FENGYUN 1C DEB,1999-025BKF,2022-12-14T10:31:49.329696,14.25966588,.016094,99.0272,150.3128,288.4961,127.4857,0,U,31201,999,81648,.7534E-3,.2008E-4,0
FENGYUN 1C DEB,1999-025BKG,2022-12-13T15:28:24.683232,14.57333895,.0108243,96.5925,229.2225,176.9668,213.4604,0,U,31202,999,83083,.70206E-3,.3411E-4,0
FENGYUN 1C DEB,1999-025BKH,2022-12-14T21:02:56.941152,14.28242682,.005912,98.9771,106.6969,199.3725,160.5208,0,U,31203,999,81227,.31152E-2,.7873E-4,0
FENGYUN 1C DEB,1999-025BKK,2022-12-14T20:14:00.052224,14.22814820,.0165391,99.3410,6.6029,73.6702,288.2590,0,U,31205,999,81649,.92311E-4,.189E-5,0
FENGYUN 1C DEB,1999-025BKL,2022-12-14T21:08:50.390592,14.33913322,.0085406,98.9450,205.1062,345.0025,14.8628,0,U,31206,999,82136,.49172E-3,.138E-4,0
FENGYUN 1C DEB,1999-025BKN,2022-12-13T01:18:53.740224,14.34514341,.0024462,99.2701,18.2244,266.4439,122.9431,0,U,31208,999,54651,.12228E-2,.3412E-4,0
FENGYUN 1C DEB,1999-025BKP,2022-12-06T09:33:58.502592,14.21994392,.002927,98.9329,32.4863,323.5333,36.3850,0,U,31209,999,49041,.13585E-2,.2969E-4,0
FENGYUN 1C DEB,1999-025BKQ,2022-12-14T13:15:51.537312,14.09650261,.0017822,98.7421,5.3839,23.6533,127.8140,0,U,31210,999,80593,.24447E-3,.386E-5,0
FENGYUN 1C DEB,1999-025BKR,2022-12-09T20:09:49.474080,14.13044958,.005439,98.7655,26.3289,355.9575,4.1150,0,U,31211,999,47737,.82389E-3,.1516E-4,0
FENGYUN 1C DEB,1999-025BKS,2022-12-15T04:32:59.369856,14.03856288,.0085233,99.2385,337.8204,332.9703,26.7037,0,U,31212,999,80274,.17199E-2,.2755E-4,0
FENGYUN 1C DEB,1999-025BKT,2022-12-14T12:29:24.123840,14.42189580,.0022455,99.4598,92.1782,350.8237,9.2535,0,U,31213,999,81441,.36378E-2,.11985E-3,0
FENGYUN 1C DEB,1999-025BKU,2022-12-13T16:28:22.247904,14.31027287,.0022717,98.8950,64.0503,142.1051,13.2654,0,U,31214,999,81251,.21529E-2,.5641E-4,0
FENGYUN 1C DEB,1999-025BKV,2022-12-13T04:37:04.594656,14.22985913,.0079969,99.0288,132.4993,246.2114,113.0663,0,U,31215,999,80887,.1086E-2,.248E-4,0
FENGYUN 1C DEB,1999-025BKX,2022-12-14T12:43:42.116448,14.12827472,.0106698,98.6994,11.6897,52.6362,308.4471,0,U,31217,999,80873,.49403E-3,.927E-5,0
FENGYUN 1C DEB,1999-025BKY,2022-12-14T20:33:12.154752,14.29284123,.0029863,98.8718,36.1214,70.9765,289.4647,0,U,31218,999,81292,.18335E-2,.4643E-4,0
FENGYUN 1C DEB,1999-025BKZ,2022-12-14T08:28:44.267232,14.03331033,.0091793,99.2210,313.3595,339.5607,20.1895,0,U,31219,999,80165,.16677E-2,.2658E-4,0
FENGYUN 1C DEB,1999-025BLA,2022-12-14T16:44:23.224992,14.52308781,.0050842,99.0237,324.9949,191.7169,340.7164,0,U,31220,999,82349,.1978E-2,.8135E-4,0
FENGYUN 1C DEB,1999-025BLC,2022-12-15T03:09:25.381728,14.71384043,.0246973,98.6365,310.7947,328.7928,29.8808,0,U,31222,999,83793,.10619E-2,.10567E-3,0
FENGYUN 1C DEB,1999-025BLD,2022-12-13T14:03:51.015168,13.63270562,.0279826,99.0061,288.2392,43.4738,318.8103,0,U,31223,999,77731,.58085E-2,.5914E-4,0
FENGYUN 1C DEB,1999-025BLE,2022-12-14T20:10:30.692064,14.24661531,.0168103,98.3850,12.5931,142.4316,31.5961,0,U,31224,999,81662,.26528E-3,.672E-5,0
FENGYUN 1C DEB,1999-025BLF,2022-12-13T02:39:43.437024,14.08491267,.0101928,99.0638,35.7381,201.9400,187.5363,0,U,31225,999,80351,.10158E-2,.1783E-4,0
FENGYUN 1C DEB,1999-025BLG,2022-12-09T08:37:23.041344,14.23735705,.0130481,98.4170,17.4535,182.6005,177.4512,0,U,31226,999,46395,.27233E-3,.638E-5,0
FENGYUN 1C DEB,1999-025BLH,2022-11-26T13:21:45.273600,14.30106295,.0118188,98.1632,250.0547,203.1763,156.4065,0,U,31227,999,80867,.18355E-2,.5081E-4,0
FENGYUN 1C DEB,1999-025BLJ,2022-12-14T20:41:43.877760,14.31575550,.0086071,98.9686,211.6854,52.3216,75.8716,0,U,31228,999,81891,.37542E-3,.994E-5,0
FENGYUN 1C DEB,1999-025BLK,2022-12-14T09:49:18.538176,14.12214139,.0064714,98.9386,47.3525,175.6142,184.5610,0,U,31229,999,80589,.1039E-2,.1903E-4,0
FENGYUN 1C DEB,1999-025BLM,2022-12-08T13:24:38.984256,14.25981477,.0289168,98.8273,78.6710,163.0259,198.0846,0,U,31231,999,81000,.32244E-2,.11924E-3,0
FENGYUN 1C DEB,1999-025BLQ,2022-12-09T18:29:48.295968,14.06193733,.0076559,98.7688,354.5525,81.5310,279.4527,0,U,31234,999,57265,.22236E-3,.334E-5,0
FENGYUN 1C DEB,1999-025BLR,2022-12-14T07:41:08.960640,13.92123806,.0244784,98.4928,191.5309,240.0881,117.5765,0,U,31235,999,47813,.45892E-2,.7468E-4,0
FENGYUN 1C DEB,1999-025BLS,2022-12-14T08:55:46.578432,13.66775470,.0372166,98.5493,39.1497,114.5923,249.4476,0,U,31236,999,78384,.21705E-2,.2884E-4,0
FENGYUN 1C DEB,1999-025BLT,2022-12-14T18:04:30.216864,14.26326769,.0095359,98.4679,5.1181,330.4496,29.1315,0,U,31237,999,81645,.42579E-3,.103E-4,0
FENGYUN 1C DEB,1999-025BLU,2022-12-13T02:18:53.281728,14.45917094,.0100858,98.9798,218.5698,194.2745,165.5591,0,U,31238,999,81813,.22187E-2,.8359E-4,0
FENGYUN 1C DEB,1999-025BLV,2022-12-14T17:36:33.498720,14.07420204,.0052074,98.7486,0.5146,49.3809,10.1938,0,U,31239,999,80610,.22556E-3,.342E-5,0
FENGYUN 1C DEB,1999-025BLX,2022-12-14T09:43:24.073536,14.32539188,.0074577,99.2208,47.2319,126.6395,234.1674,0,U,31241,999,81992,.37018E-3,.987E-5,0
FENGYUN 1C DEB,1999-025BLZ,2022-12-14T22:48:17.880480,14.02838830,.0067999,98.8594,45.5885,353.9202,6.1132,0,U,31243,999,80309,.80791E-3,.1233E-4,0
FENGYUN 1C DEB,1999-025BMA,2022-12-13T09:34:56.978976,14.03923645,.0105485,99.1680,31.5934,339.0108,20.6744,0,U,31244,999,42258,.35809E-3,.548E-5,0
FENGYUN 1C DEB,1999-025BMD,2022-12-15T08:26:30.079392,14.01403731,.0063369,99.4695,183.4194,184.6083,301.0016,0,U,31247,999,80236,.62507E-3,.912E-5,0
FENGYUN 1C DEB,1999-025BME,2022-12-14T21:24:38.153664,13.90239915,.011334,99.3872,25.1077,21.5863,153.0280,0,U,31248,999,79611,.47475E-3,.573E-5,0
FENGYUN 1C DEB,1999-025BMG,2022-12-13T01:32:32.450208,13.97452103,.0138124,98.4670,265.1232,134.3478,226.9104,0,U,31250,999,80184,.11343E-2,.1691E-4,0
FENGYUN 1C DEB,1999-025BMJ,2022-12-14T20:07:08.214528,14.34029973,.0230554,98.4240,21.0052,207.3169,151.5739,0,U,31252,999,81497,.34678E-3,.1254E-4,0
FENGYUN 1C DEB,1999-025BMK,2022-12-13T09:16:36.585984,14.01221628,.0300387,99.2359,30.5038,239.5814,117.5354,0,U,31253,999,53646,.20232E-3,.4E-5,0
FENGYUN 1C DEB,1999-025BML,2022-12-13T01:58:04.859616,14.30873579,.0163458,98.6102,35.3560,206.6504,182.0073,0,U,31254,999,81819,.39295E-3,.1146E-4,0
FENGYUN 1C DEB,1999-025BMM,2022-12-14T14:40:42.192480,14.05966694,.0282806,99.1899,120.6114,145.8836,216.0870,0,U,31255,999,81406,.39013E-3,.87E-5,0
FENGYUN 1C DEB,1999-025BMN,2022-12-14T11:06:59.924448,13.81581042,.0382,98.7350,244.5232,248.4228,107.5820,0,U,31256,999,78544,.19091E-2,.351E-4,0
FENGYUN 1C DEB,1999-025BMP,2022-12-13T01:15:17.051616,14.05070606,.0125109,98.7418,91.9295,312.1343,46.9247,0,U,31257,999,80248,.18847E-2,.3216E-4,0
FENGYUN 1C DEB,1999-025BMQ,2022-12-13T15:48:30.052224,14.30348733,.0020924,98.8934,55.9089,161.0425,354.8232,0,U,31258,999,81206,.20515E-2,.5299E-4,0
FENGYUN 1C DEB,1999-025BMR,2022-12-14T21:01:27.664896,14.05210274,.0071668,99.0711,47.6148,25.1240,32.2293,0,U,31259,999,80157,.12702E-2,.2056E-4,0
FENGYUN 1C DEB,1999-025BMS,2022-12-14T19:41:49.365600,14.28137532,.0052598,99.0577,188.3366,236.6197,136.0377,0,U,31260,999,81538,.76275E-3,.1878E-4,0
FENGYUN 1C DEB,1999-025BMT,2022-12-14T22:37:48.036576,14.29992622,.0058702,98.9944,242.9838,192.0690,167.9088,0,U,31261,999,81682,.64162E-3,.1639E-4,0
FENGYUN 1C DEB,1999-025BMU,2022-12-13T16:18:03.991104,14.07444676,.0062461,99.0677,46.7701,301.1873,210.2317,0,U,31262,999,80251,.13565E-2,.2279E-4,0
FENGYUN 1C DEB,1999-025BMV,2022-12-14T22:47:01.120992,14.32115743,.0046844,99.0439,164.0201,250.0931,109.5201,0,U,31263,999,81249,.31233E-2,.8464E-4,0
FENGYUN 1C DEB,1999-025BMW,2022-12-13T01:26:57.411744,14.14968793,.0001106,99.2259,195.1399,69.1590,89.9822,0,U,31264,999,80915,.37727E-3,.682E-5,0
FENGYUN 1C DEB,1999-025BMY,2022-12-14T06:58:56.320032,14.19409301,.0135846,99.1403,271.4304,155.8842,354.7426,0,U,31266,999,81664,.19792E-3,.41E-5,0
FENGYUN 1C DEB,1999-025BMZ,2022-12-07T23:13:35.738400,14.59709851,.0108961,99.2860,248.8079,180.9420,179.1588,0,U,31267,999,48850,.18075E-2,.9314E-4,0
FENGYUN 1C DEB,1999-025BNB,2022-12-14T15:22:48.282240,14.19271061,.0319478,98.2563,267.2893,291.9006,188.2877,0,U,31269,999,81030,.14824E-2,.5137E-4,0
FENGYUN 1C DEB,1999-025BNC,2022-12-14T11:12:22.095360,14.60042809,.0122379,98.9841,69.1599,314.5700,44.5557,0,U,31270,999,83264,.12241E-2,.6474E-4,0
FENGYUN 1C DEB,1999-025BNE,2022-12-14T18:33:08.072640,14.18458088,.0113292,99.1700,166.5447,347.8501,11.9945,0,U,31272,999,81456,.42553E-3,.889E-5,0
FENGYUN 1C DEB,1999-025BNF,2022-12-13T13:09:56.262240,14.46576014,.0068075,98.2691,203.9105,308.6146,80.5829,0,U,31273,999,82335,.2299E-2,.8493E-4,0
FENGYUN 1C DEB,1999-025BNG,2022-12-12T01:06:48.274848,13.81597835,.0248203,99.0481,193.1726,179.6077,180.5317,0,U,31274,999,79042,.78333E-3,.1015E-4,0
FENGYUN 1C DEB,1999-025BNH,2022-12-14T08:29:22.180416,13.97688306,.0109186,99.0700,32.1262,135.0187,225.9884,0,U,31275,999,80174,.92893E-3,.1336E-4,0
FENGYUN 1C DEB,1999-025BNM,2022-12-15T07:56:39.846336,14.21794600,.0079283,98.5768,12.5653,124.1692,236.7036,0,U,31279,999,81668,.40837E-3,.886E-5,0
FENGYUN 1C DEB,1999-025BNP,2022-12-12T03:42:26.715168,14.67023043,.0247982,98.4399,44.2393,40.6348,321.3071,0,U,31281,999,83444,.65005E-3,.5735E-4,0
FENGYUN 1C DEB,1999-025BNQ,2022-12-14T17:32:50.362944,14.40769624,.0132196,99.2896,157.3060,260.1035,98.5207,0,U,31282,999,81353,.23252E-3,.767E-5,0
FENGYUN 1C DEB,1999-025BNS,2022-12-14T19:56:56.892192,13.94340729,.0149852,99.8085,2.0810,109.3711,252.3715,0,U,31284,999,79899,.74861E-3,.1045E-4,0
FENGYUN 1C DEB,1999-025BNT,2022-12-13T07:01:02.040672,14.23150897,.0207934,98.4425,349.4121,150.8094,223.5431,0,U,31285,999,81703,.14388E-3,.362E-5,0
FENGYUN 1C DEB,1999-025BNU,2022-12-11T05:32:17.047104,14.04833179,.0101818,100.8858,347.3651,301.6391,57.4867,0,U,31286,999,48523,.19609E-2,.3237E-4,0
FENGYUN 1C DEB,1999-025BNV,2022-12-12T08:15:46.144512,14.15393839,.0033566,99.4264,311.4668,280.2502,79.4885,0,U,31287,999,81177,.14829E-2,.2859E-4,0
FENGYUN 1C DEB,1999-025BNW,2022-12-13T05:03:04.665024,14.34272668,.005309,98.7471,78.8029,40.1600,350.2964,0,U,31288,999,81629,.17559E-2,.4965E-4,0
FENGYUN 1C DEB,1999-025BNX,2022-12-15T07:17:35.138688,15.45653201,.0109289,97.3275,179.6168,333.5243,26.0446,0,U,31289,999,86246,.8498E-3,.51742E-3,0
FENGYUN 1C DEB,1999-025BNY,2022-12-13T10:27:30.866688,14.55502027,.0085033,101.9350,47.7982,25.6838,334.8533,0,U,31290,999,81832,.28229E-2,.12843E-3,0
FENGYUN 1C DEB,1999-025BNZ,2022-12-14T10:23:21.092064,14.50865571,.0068439,98.6336,331.2887,350.3982,162.2151,0,U,31291,999,82391,.31144E-2,.12631E-3,0
FENGYUN 1C DEB,1999-025BPA,2022-12-14T07:13:01.795008,14.30584621,.0045313,99.0780,115.7903,343.3877,16.5818,0,U,31292,999,80835,.34549E-2,.908E-4,0
FENGYUN 1C DEB,1999-025BPB,2022-12-10T07:20:31.180416,14.29969349,.0126879,98.4848,7.4155,249.1038,172.1776,0,U,31293,999,49541,.61163E-4,.127E-5,0
FENGYUN 1C DEB,1999-025BPC,2022-12-14T19:37:09.647328,14.12258092,.0103221,98.5789,16.2628,234.5477,124.6027,0,U,31294,999,81397,.32926E-3,.594E-5,0
FENGYUN 1C DEB,1999-025BPD,2022-12-14T17:11:41.613504,13.96238741,.0079254,98.4308,255.6042,72.6612,288.3202,0,U,31295,999,80233,-.13632E-4,-.57E-6,0
FENGYUN 1C DEB,1999-025BPE,2022-12-14T10:57:34.661088,14.28144901,.0042008,99.0997,173.0613,221.0810,138.7204,0,U,31296,999,81628,.28107E-2,.7017E-4,0
FENGYUN 1C DEB,1999-025BPF,2022-12-14T08:57:53.253792,14.50622283,.0153088,98.9471,39.8107,193.2060,227.2370,0,U,31297,999,83504,.26363E-3,.1144E-4,0
FENGYUN 1C DEB,1999-025BPJ,2022-12-14T23:15:16.480800,14.07128812,.0067765,99.5957,340.6201,201.2187,184.2157,0,U,31300,999,80846,.10649E-2,.177E-4,0
FENGYUN 1C DEB,1999-025BPL,2022-12-13T08:43:10.197408,14.15169192,.0033227,99.3931,301.1030,270.9252,241.4034,0,U,31302,999,80799,.14223E-2,.2728E-4,0
FENGYUN 1C DEB,1999-025BPM,2022-12-15T01:11:00.902400,14.10257072,.001152,98.8033,18.1497,20.0418,340.1203,0,U,31303,999,80936,.55325E-4,.55E-6,0
AIM,2007-015A,2022-12-14T20:59:38.748192,15.21167124,.0006004,97.8604,275.2064,102.1974,257.9933,0,U,31304,999,85858,.58613E-3,.13004E-3,0
PEGASUS R/B,2007-015B,2022-12-14T17:37:31.923264,15.04436403,.0020257,97.8690,251.3535,34.4810,325.7724,0,U,31305,999,85518,.23844E-3,.3282E-4,0
ASTRA 1L,2007-016A,2022-12-15T07:14:44.478816,1.00274220,.0005353,0.0664,308.7692,332.3816,290.6729,0,U,31306,999,5720,0,.141E-5,0
GALAXY 17 (G-17),2007-016B,2022-12-15T08:14:25.401120,1.00270673,.0003349,0.0161,16.1966,269.9465,190.4484,0,U,31307,999,5724,0,-.153E-5,0
ARIANE 5 R/B,2007-016C,2022-12-14T03:40:49.720800,2.61289407,.7018956,5.8068,329.4939,239.9113,33.9851,0,U,31308,999,13941,.75537E-3,.2485E-4,0
FENGYUN 1C DEB,1999-025BPN,2022-12-05T22:48:36.182592,14.11019741,.0104919,98.8923,231.1771,334.2259,38.0230,0,U,31310,999,79898,.29769E-2,.5593E-4,0
FENGYUN 1C DEB,1999-025BPP,2022-12-15T09:58:10.574688,14.17105647,.0021513,98.9229,45.4859,350.7705,22.4778,0,U,31311,999,80777,.12644E-2,.2507E-4,0
FENGYUN 1C DEB,1999-025BPQ,2022-12-14T23:39:17.649216,13.98763580,.0065655,98.8098,357.9944,35.7380,27.3568,0,U,31312,999,80062,.40707E-3,.555E-5,0
FENGYUN 1C DEB,1999-025BPR,2022-12-14T13:32:02.854752,14.19937674,.0047498,99.1322,207.8127,65.9946,294.6191,0,U,31313,999,81522,.23517E-3,.458E-5,0
FENGYUN 1C DEB,1999-025BPS,2022-12-14T18:35:39.702912,14.03210372,.0080374,98.8082,0.1651,177.1284,183.0360,0,U,31314,999,45463,.11021E-3,.134E-5,0
FENGYUN 1C DEB,1999-025BPV,2022-12-12T05:32:05.359776,14.61841616,.0064225,99.3729,83.5619,240.2722,119.2074,0,U,31317,999,81442,.80316E-2,.41509E-3,0
FENGYUN 1C DEB,1999-025BPX,2022-12-14T16:33:31.906368,13.75122518,.017162,98.7666,312.6421,124.5499,49.0478,0,U,31319,999,78647,.1508E-3,.123E-5,0
FENGYUN 1C DEB,1999-025BPZ,2022-12-14T12:27:25.557984,14.12738180,.0030894,98.7998,73.4834,52.5832,307.8145,0,U,31321,999,80835,.13933E-3,.216E-5,0
FENGYUN 1C DEB,1999-025BQA,2022-12-14T16:47:19.080960,13.71963672,.0241634,98.5199,150.1153,55.8866,7.6668,0,U,31322,999,47268,.22722E-3,.218E-5,0
FENGYUN 1C DEB,1999-025BQB,2022-12-13T14:01:18.315264,14.14480265,.0038274,99.3959,297.8568,291.7741,67.9359,0,U,31323,999,80564,.15551E-2,.2954E-4,0
FENGYUN 1C DEB,1999-025BQC,2022-12-13T14:47:05.046432,14.13607397,.0050965,99.1849,228.5046,146.5065,213.9346,0,U,31324,999,81008,.11773E-3,.178E-5,0
FENGYUN 1C DEB,1999-025BQD,2022-12-14T22:01:45.892128,14.05304332,.0080506,99.0283,64.9944,57.3861,303.5045,0,U,31325,999,80087,.13732E-2,.2245E-4,0
FENGYUN 1C DEB,1999-025BQE,2022-12-13T08:28:28.975296,14.27200120,.0048481,99.0396,130.9609,352.1936,7.8483,0,U,31326,999,57851,.24162E-2,.5933E-4,0
FENGYUN 1C DEB,1999-025BQF,2022-12-07T20:12:22.591296,14.70910827,.01656,99.0091,186.4297,268.1057,90.1175,0,U,31327,999,83768,.98728E-3,.742E-4,0
FENGYUN 1C DEB,1999-025BQG,2022-12-15T05:11:18.138624,14.27961793,.0105457,98.3758,344.7919,197.6604,162.0901,0,U,31328,999,81988,.67181E-4,.135E-5,0
FENGYUN 1C DEB,1999-025BQH,2022-12-10T23:29:56.552064,14.43696996,.0081978,98.8441,251.4782,172.3193,187.9273,0,U,31329,999,82153,.75954E-3,.2638E-4,0
FENGYUN 1C DEB,1999-025BQJ,2022-12-14T04:51:17.226144,14.28265653,.0035195,98.9289,69.4063,215.8796,172.3368,0,U,31330,999,81247,.24845E-2,.6195E-4,0
FENGYUN 1C DEB,1999-025BQK,2022-12-13T01:25:07.612032,13.99974882,.0055209,99.0000,21.9906,347.6457,12.3350,0,U,31331,999,48522,-.25799E-4,-.82E-6,0
FENGYUN 1C DEB,1999-025BQL,2022-12-14T13:56:28.821696,14.06654073,.0052993,98.7782,16.0377,238.0591,286.5259,0,U,31332,999,80562,.578E-3,.928E-5,0
FENGYUN 1C DEB,1999-025BQM,2022-12-08T09:04:26.689152,14.20871369,.010624,98.5277,21.1338,357.6755,2.3915,0,U,31333,999,81046,.52794E-3,.1166E-4,0
FENGYUN 1C DEB,1999-025BQQ,2022-12-14T16:17:55.104864,14.34871533,.0099545,98.6111,36.9941,134.1382,355.9094,0,U,31336,999,82081,.2486E-3,.702E-5,0
FENGYUN 1C DEB,1999-025BQR,2022-12-14T05:57:10.795968,14.53423109,.0039393,99.4292,255.6083,96.3244,62.8240,0,U,31337,999,82368,.25921E-2,.10864E-3,0
FENGYUN 1C DEB,1999-025BQS,2022-12-14T20:07:35.402880,14.04684431,.0094656,98.7919,198.2971,335.7001,23.9717,0,U,31338,999,48333,.20394E-2,.3355E-4,0
FENGYUN 1C DEB,1999-025BQT,2022-12-13T08:53:08.564928,14.06713760,.0080476,98.8060,18.3978,181.5284,178.5651,0,U,31339,999,80249,.86396E-3,.1435E-4,0
FENGYUN 1C DEB,1999-025BQV,2022-12-14T16:36:45.424224,14.34964080,.0071858,99.5349,242.5272,297.8499,118.8773,0,U,31341,999,81883,.1164E-2,.3359E-4,0
FENGYUN 1C DEB,1999-025BQW,2022-12-14T13:24:29.785248,14.34856119,.0115045,98.8620,256.1419,197.8181,161.8954,0,U,31342,999,82267,.10689E-3,.278E-5,0
FENGYUN 1C DEB,1999-025BQZ,2022-12-14T13:00:13.855392,14.02253017,.0079722,98.1406,96.8419,337.4680,22.2994,0,U,31345,999,80115,.12488E-2,.1929E-4,0
FENGYUN 1C DEB,1999-025BRA,2022-12-14T10:45:53.538912,14.77638894,.019048,98.8878,165.9136,294.8953,93.9386,0,U,31346,999,84123,.60589E-3,.5792E-4,0
FENGYUN 1C DEB,1999-025BRC,2022-12-13T03:54:26.827200,14.22988826,.0039379,99.1081,237.6560,349.8364,171.5818,0,U,31348,999,80614,.8226E-3,.182E-4,0
FENGYUN 1C DEB,1999-025BRE,2022-12-14T03:30:46.926144,14.28754461,.0073924,98.8435,115.7583,81.5299,279.4251,0,U,31350,999,81784,.43001E-3,.107E-4,0
FENGYUN 1C DEB,1999-025BRF,2022-12-10T05:41:42.060768,14.04846779,.0094761,98.7451,350.8069,258.5144,100.5371,0,U,31351,999,45940,.41487E-3,.65E-5,0
FENGYUN 1C DEB,1999-025BRH,2022-12-14T10:33:34.081056,14.24055543,.0245078,99.0508,225.0211,350.7223,8.9469,0,U,31353,999,80980,.46693E-3,.1411E-4,0
FENGYUN 1C DEB,1999-025BRK,2022-12-14T19:33:10.123200,14.60158134,.0092467,98.9176,355.1072,165.8241,9.1989,0,U,31355,999,82967,.96433E-3,.4875E-4,0
FENGYUN 1C DEB,1999-025BRM,2022-12-14T08:23:33.665280,14.18290893,.004952,98.7555,26.7997,198.3697,174.6196,0,U,31357,999,81190,.35399E-4,.3E-6,0
FENGYUN 1C DEB,1999-025BRN,2022-12-14T22:33:05.103360,14.38003459,.0148409,98.9807,176.9144,233.2674,125.4806,0,U,31358,999,81646,.25817E-2,.883E-4,0
FENGYUN 1C DEB,1999-025BRR,2022-12-13T17:44:45.868992,14.16697451,.0045662,98.4754,354.7817,351.0033,9.0319,0,U,31361,999,81054,.9949E-4,.159E-5,0
FENGYUN 1C DEB,1999-025BRS,2022-12-14T11:57:43.691040,14.16087259,.0018654,98.6366,358.6675,1.4970,358.6257,0,U,31362,999,81082,.14847E-3,.251E-5,0
FENGYUN 1C DEB,1999-025BRU,2022-12-15T04:43:06.778272,13.98980236,.0112705,99.2593,68.6785,291.8766,96.1155,0,U,31364,999,79603,.19075E-2,.2864E-4,0
FENGYUN 1C DEB,1999-025BRV,2022-12-13T15:04:25.417344,14.24923989,.005428,98.7377,52.7610,199.6511,160.2577,0,U,31365,999,80951,.12861E-2,.3009E-4,0
FENGYUN 1C DEB,1999-025BRW,2022-12-14T08:10:20.798400,14.39110681,.0005833,98.8672,118.0296,158.2397,256.9242,0,U,31366,999,81342,.282E-2,.8688E-4,0
FENGYUN 1C DEB,1999-025BRX,2022-12-14T19:20:51.156096,14.40626564,.0110747,98.8673,188.7088,43.8619,20.5695,0,U,31367,999,82680,.35115E-3,.1154E-4,0
FENGYUN 1C DEB,1999-025BRY,2022-12-15T04:37:36.842592,14.17550670,.0051696,99.0470,124.7759,170.3605,189.8573,0,U,31368,999,81410,.80217E-3,.1605E-4,0
FENGYUN 1C DEB,1999-025BRZ,2022-12-02T07:08:24.279936,14.17353439,.005614,98.5442,338.8316,250.4988,122.5456,0,U,31369,999,48643,.16126E-3,.289E-5,0
FENGYUN 1C DEB,1999-025BSA,2022-12-10T11:40:05.945088,14.07447402,.0035333,98.7711,0.4602,156.5215,203.7577,0,U,31370,999,80844,.3796E-3,.6E-5,0
FENGYUN 1C DEB,1999-025BSB,2022-12-14T09:05:33.638784,14.00571349,.0081069,98.8755,40.3411,59.2628,301.6491,0,U,31371,999,80407,.70894E-3,.1042E-4,0
FENGYUN 1C DEB,1999-025BSC,2022-12-13T18:25:36.761376,14.13387625,.0041713,99.3253,263.1309,292.0485,67.6258,0,U,31372,999,80317,.14537E-2,.2705E-4,0
FENGYUN 1C DEB,1999-025BSG,2022-12-14T19:25:14.576736,14.39463957,.0071827,98.9145,194.3878,314.9657,44.5720,0,U,31376,999,82305,.12429E-2,.3944E-4,0
FENGYUN 1C DEB,1999-025BSJ,2022-12-14T04:55:53.775264,13.76909962,.0174274,100.7525,73.9384,62.9528,298.9286,0,U,31378,999,79143,.65396E-3,.667E-5,0
